msa.fips,msa.name,pop,pop.growth,surface.water,dem.share,dem.share.natl,pvi,city,area,pop.dens,pop.dens.growth
29540,"Lancaster, PA Metro Area",533645,0.00630392735047349,0.6600458365164248,0.4220461257210265,0.5282701767821113,-10.622405106108479,LancasterPA,943.810204139942,2940.244928440935,0.0024358706489157832
29620,"Lansing-East Lansing, MI Metro Area",470322,0.003251822607655805,0,0.595259037197543,0.5282701767821113,6.698886041543172,LansingMI,1697.7030604002798,3222.1760771808645,-0.0011636143849593898
29700,"Laredo, TX Metro Area",267018,0.015130350941350488,0.006149341142020498,0.7453549613820372,0.5282701767821113,21.708478459992588,LaredoTX,3361.4823740496095,5300.126801973199,-0.011121915174326416
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2069146,0.014393945052696984,0.8802084518580889,0.5856231859435987,0.5282701767821113,5.735300916148745,LasVegasNV,7891.4306448524085,6527.238772770229,-0.0038257758679830557
30460,"Lexington-Fayette, KY Metro Area",494982,0.011111379525617143,1,0.45788759703279264,0.5282701767821113,-7.0382579749318666,LexingtonKY,1468.4976733482936,2918.6236487162664,-0.004135854824594394
30700,"Lincoln, NE Metro Area",319840,0.0135343928546566,0,0.5025308528692561,0.5282701767821113,-2.573932391285516,LincolnNE,1408.9760188078092,3747.9789888183923,-0.004994994991747942
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",728960,0.009273259928503514,0.7977839335180056,0.4474357216993602,0.5282701767821113,-8.083445508275112,LittleRockAR,4085.1904499171424,1404.3264964780635,-0.003569116566435493
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",13254397,0.007865575607467241,0.5345422176738038,0.6499052962845522,0.5282701767821113,12.163511950244088,LosAngelesCA,4848.451318307266,12113.876664404614,-0.0026726085940497945
31140,"Louisville/Jefferson County, KY-IN Metro Area",1271172,0.0066489051065008594,0.7199144433186987,0.4952428632303103,0.5282701767821113,-3.3027313551800996,LouisvilleKY,4110.862524459572,2477.34317892099,-0.0055517886722304035
31180,"Lubbock, TX Metro Area",306680,0.012089023121586896,0.09012629161882893,0.30440968916188377,0.5282701767821113,-22.386048762022753,LubbockTX,1795.7969797543462,3077.5581028333754,-9.619930843291248e-4
31340,"Lynchburg, VA Metro Area",258151,0.0049854450867736905,0.957922077922078,0.36509590727234387,0.5282701767821113,-16.317426950976742,LynchburgVA,2120.321291449999,808.2968046015185,0.008645114621703223
31420,"Macon, GA Metro Area",230591,-0.0018029638413195673,0.9155115511551155,0.5185087974763878,0.5282701767821113,-0.9761379305723517,MaconGA,1722.6392346219366,1049.8589498968972,-0.012288187157251829
31540,"Madison, WI Metro Area",634364,0.011206054086775247,0,0.7076811408762054,0.5282701767821113,17.941096409409408,MadisonWI,2725.348555668984,3502.198814157753,-0.006266684054484764
31700,"Manchester-Nashua, NH Metro Area",405339,0.0026806068158714224,0.8001693480101609,0.5123152420352209,0.5282701767821113,-1.595493474689036,ManchesterNH,876.1386257388065,2855.773792827429,-0.0063730470440620645
32580,"McAllen-Edinburg-Mission, TX Metro Area",831561,0.016277514908840957,0.9231228838876718,0.7027350376296315,0.5282701767821113,17.44648608475202,McAllenTX,1570.8651036221017,2083.7895003624294,0.01115237134137297
32820,"Memphis, TN-MS-AR Metro Area",1342914,0.0030914587938781005,0,0.5647274667037159,0.5282701767821113,3.6457289921604574,MemphisTN,4577.850381160067,2372.2608888327636,-0.013809264645252806
32900,"Merced, CA Metro Area",266087,0.008850287082862507,0.034304977196113424,0.5436095902816758,0.5282701767821113,1.533941349956447,MercedCA,1934.972185585416,2455.019004907093,3.1278484325520295e-4
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5937100,0.015257011535784721,0.03502921190541862,0.6253985178199204,0.5282701767821113,9.71283410378091,MiamiFL,5077.264172266435,7395.306284416423,0.002168884755632359
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1574115,0.002778844451708584,0.7928196960647688,0.5363367297776929,0.5282701767821113,0.8066552995581566,MilwaukeeWI,1454.7556278253026,5257.592077883909,-0.0036829814960861206
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3495656,0.010227085877566308,0.36788707543008375,0.5645096214656369,0.5282701767821113,3.623944468352558,MinneapolisMN,6027.170408125443,3383.393442298006,-0.006685116482565956
33660,"Mobile, AL Metro Area",414926,9.622617396674168e-4,0.8167654923846064,0.45476331992527735,0.5282701767821113,-7.350685685683395,MobileAL,1229.43545761602,1659.2549071994124,-0.013069406064014414
33700,"Modesto, CA Metro Area",531951,0.007934036424263675,0.26582400617522195,0.5114608592137766,0.5282701767821113,-1.6809317568334703,ModestoCA,1494.826573713855,4322.724261843162,4.8613570181786604e-4
33860,"Montgomery, AL Metro Area",373256,-0.0012473652208318988,0.5498489425981873,0.4932274409338424,0.5282701767821113,-3.504273584826889,MontgomeryAL,2713.078321598401,1492.6534434575053,-0.007182855507778282
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",417177,0.024193544783526325,0.8970416504476448,0.37505382413733246,0.5282701767821113,-15.321635264477884,MyrtleBeachSC,1133.896155117321,894.1104170948903,0.013980544866258557
34940,"Naples-Immokalee-Marco Island, FL Metro Area",348355,0.019137914397825657,0.10250141056987022,0.3677180788588432,0.5282701767821113,-16.055209792326806,NaplesFL,1998.3243899199533,2103.2755549418403,-0.0010875187728773858
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1793910,0.017001074919420957,0.9795105064004508,0.43129967564824767,0.5282701767821113,-9.697050113386362,NashvilleTN,5688.651570200325,1695.256140626717,0.002064924339982451
35300,"New Haven-Milford, CT Metro Area",861238,-6.270880845505881e-4,0.8393665158371041,0.6151860254476726,0.5282701767821113,8.691584866556134,NewHavenCT,604.5059266683861,4007.3778554442597,0.00202875444073315
35380,"New Orleans-Metairie, LA Metro Area",1251962,0.011513224052330061,0.9063645202303492,0.4861078658441287,0.5282701767821113,-4.216231093798262,NewOrleansLA,2960.187647201454,4370.223511164925,-0.03365659398268941
35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",20095119,0.00622221620558999,0.5095267228947253,0.6488792609430525,0.5282701767821113,12.060908416094119,NewYorkNY,6686.899940076943,31251.435609658183,-0.0013734090041102264
35840,"North Port-Sarasota-Bradenton, FL Metro Area",748795,0.015646966392396825,0.4636363636363637,0.46823906759590783,0.5282701767821113,-6.003110918620347,NorthPortFL,1298.7986596849098,2390.210042005409,-0.01002473288945147
35980,"Norwich-New London, CT Metro Area",272743,-0.0012106605470329943,0.9048463356973995,0.5997165534486145,0.5282701767821113,7.144637666650322,NorwichCT,664.8779650716529,1529.2439489730173,0.007357209550911377
36100,"Ocala, FL Metro Area",338749,0.00546748741088103,0,0.4297390977747423,0.5282701767821113,-9.853107900736902,OcalaFL,1584.5462144998355,823.9894424650919,0.015711527267314944
36260,"Ogden-Clearfield, UT Metro Area",632295,0.013189947769903525,0.3923069074584226,0.25086255596269313,0.5282701767821113,-27.740762081941817,OgdenUT,1484.058432317061,2937.3927039785526,6.928127635791224e-4
36420,"Oklahoma City, OK Metro Area",1337619,0.015351938983120409,0.7080373831775701,0.3685060861759485,0.5282701767821113,-15.97640906061628,OklahomaCityOK,5511.557041577026,2568.7896388225095,-7.722323473646494e-4
36500,"Olympia-Tumwater, WA Metro Area",266048,0.01250561695686416,0,0.6055377920721003,0.5282701767821113,7.726761528998905,OlympiaWA,721.961462755812,1702.8608966277388,0.008980445041621639
36540,"Omaha-Council Bluffs, NE-IA Metro Area",905267,0.010460594948458836,0.324317086234601,0.467957121639758,0.5282701767821113,-6.03130551423533,OmahaNE,4349.647490258642,3138.0538741946043,-0.004560911713805279
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2326729,0.020965220308720466,0,0.5416475263286622,0.5282701767821113,1.3377349546550898,OrlandoFL,3478.484047030334,2774.6487420141207,-0.002918610033889455
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",846119,0.006228869604573629,0.7061236987140233,0.5493083998849357,0.5282701767821113,2.103822310282444,OxnardCA,1843.1328210787076,5542.224531579657,0.006022220818034305
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",556902,0.0058756342488675405,0.46771037181996084,0.441577018817428,0.5282701767821113,-8.66931579646833,PalmBayFL,1015.6641312623842,2152.912814031168,2.46332175602277e-4
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",472278,0.011459712293760515,0,0.34780585114644436,0.5282701767821113,-18.046432563566693,PensacolaFL,1668.0657636251597,1471.8580468828998,-0.005105147090693086
