msa.fips,msa.name,city.state,city,state,lat,lon,vwci,reqtotal,rebtotal,precip,temp,aridity,precip_70,temp_70,aridity_70,precip_85,temp_85,aridity_85,precip_95,temp_95,aridity_95,precip_05,temp_05,aridity_05,pvi,gini,pop,log.pop,pop.growth,log.pop.dens,pop.dens.growth,area,surface.water,rpp,rpi
10420,"Akron, OH Metro Area","Akron, OH",Akron,OH,41.0814447,-81.51900529999999,12,3,1,1061.0833327174187,9.700833346094523,24.868847346891442,1065.9955556260215,9.56777778265101,25.057800999556747,1061.0833327174187,9.700833346094523,24.868847346891442,1080.9150004386902,9.781250006364038,25.287516225141978,1153.7300028800964,9.845833336624006,26.93449211944497,4.477754532080058,0.4606,704835,5.848087461705722,6.093952109505565e-4,3.3825233765649694,-0.01061156623432254,900.1291693243367,0.7099612812390004,88.8,45007
10580,"Albany-Schenectady-Troy, NY Metro Area","Albany, NY",Albany,NY,42.6525793,-73.7562317,13,2,1,1029.3833329280217,9.24388889864915,24.366557534636833,1012.9199984471003,9.019999998600946,24.099106519778033,1029.3833329280217,9.24388889864915,24.366557534636833,1084.3100031018257,9.41083333933105,25.583204807946128,1145.5400038957596,9.627500006059805,26.889323949153034,4.9570115497663885,0.4357,880091,5.944527579825838,0.002563688700233268,3.469071017295157,0.002974539410334146,2811.5544905999564,0.7858637014202355,99.2,46255
10740,"Albuquerque, NM Metro Area","Albuquerque, NM",Albuquerque,NM,35.0853336,-106.6055534,45,19,12,254.76999991138777,12.63222222123295,5.594707959896122,253.88888869475988,12.580000012561127,5.579383038219133,254.76999991138777,12.63222222123295,5.594707959896122,231.68500026408583,12.83708334264035,5.0639116030844225,222.09000087156892,12.994999961803357,4.8362584594788185,5.27045980530162,0.4707,904720,5.956514191061288,0.004206369485909091,3.5463702906833663,0.006106308129643119,9282.498406170222,0.33798113050012524,97.2,35354
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area","Allentown, PA",Allentown,PA,40.6084305,-75.4901833,10,2,0,1181.3333366711934,10.879444436749651,26.926205767868264,1191.688891808192,10.683703699832162,27.285393464410856,1181.3333366711934,10.879444436749651,26.926205767868264,1217.1000038385391,10.9570833309864,27.69489681766357,1286.6000027656555,11.165000000409782,29.120880694802928,0.17376483663714692,0.4356,829731,5.918937316290485,0.002292544372285212,3.589869257812418,0.006525010721368815,1453.2150203012523,0.4913576805129635,100.3,41446
11100,"Amarillo, TX Metro Area","Amarillo, TX",Amarillo,TX,35.2219971,-101.8312969,17,6,2,505.47000110646087,14.10777778217776,10.751016844056274,498.7955555866162,13.925925921690133,10.642195592496984,505.47000110646087,14.10777778217776,10.751016844056274,486.719999011606,14.340000015124678,10.304170527370163,470.70999959111214,14.515833383798599,9.934893697494823,-32.227674280330525,0.4661,260987,5.416618875273628,0.008042164153243091,3.413532614894261,-0.005707229476910598,3649.2428876118347,0,93.1,41016
11260,"Anchorage, AK Metro Area","Anchorage, AK",Anchorage,AK,61.2180556,-149.9002778,3,0,0,379.6799997886022,2.5602777736261486,10.686323317441515,375.1844445400768,2.3237037043328637,10.629059830797916,379.6799997886022,2.5602777736261486,10.686323317441515,364.08000057563186,2.763333324187746,10.177495900387708,349.16999980062246,2.56250000136594,9.8187906879108109,-13.078507056186982,0.4133,398642,5.600583053038139,0.00989886384296384,3.478113229001805,0.002573250124617347,26312.581047093656,0.6877816725087632,109.6,47970
11460,"Ann Arbor, MI Metro Area","Ann Arbor, MI",Ann Arbor,MI,42.2808256,-83.7430378,8,2,0,876.3699979285399,9.016388893665539,20.856790374584016,864.457776301437,9.008703703419478,20.579369659725803,876.3699979285399,9.016388893665539,20.856790374584016,842.7999992519617,8.872083355889966,20.13117547014065,839.3999991714954,8.901666708911458,20.040899425860477,16.646921615199982,0.47,357029,5.552703493502837,0.008160509990022836,3.5267876822850894,-0.0069726197369022426,705.9654508051775,0.7633507853403141,102,43652
11540,"Appleton, WI Metro Area","Appleton, WI",Appleton,WI,44.2619309,-88.41538469999999,6,2,0,775.876667201519,7.510277775964803,19.168970355667398,775.2244452122185,7.3955555621948506,19.19992172726,775.876667201519,7.510277775964803,19.168970355667398,778.7300018370152,7.48458333996435,19.25318111049173,819.3700049519539,7.496666694494585,20.264592918909162,-1.4152646287323378,0.4032,231483,5.364519102147544,0.006054813936839312,3.2900414232913135,-0.01006299019208937,955.7593031319064,0.4771573604060914,92.7,43477
11700,"Asheville, NC Metro Area","Asheville, NC",Asheville,NC,35.5950581,-82.5514869,14,0,1,1051.993334621191,12.251944456373652,23.25223394625382,1063.7800002959038,12.319629640187378,23.47389124004935,1051.993334621191,12.251944456373652,23.25223394625382,1061.4550020843744,12.147083325901379,23.510759596409336,1062.5500025749207,12.226666657129924,23.490794661404216,-2.7171621400931323,0.4448,441782,5.645208016967905,0.009410227602823158,2.862569092475547,0.009568180762853862,2033.0014664160606,0.9524940617577198,93.2,36027
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area","Atlanta, GA",Atlanta,GA,33.7489954,-84.3879824,23,8,3,1238.3399962708354,16.905555588006973,24.82965050864518,1260.8422222915624,16.75518521633413,25.35391353106224,1238.3399962708354,16.905555588006973,24.82965050864518,1208.8399971015751,16.724166717131933,24.338397518742315,1161.5099963918328,16.720000092188517,23.402945731818075,-1.8367082515831745,0.473,5615364,6.749377913414512,0.014272696636814252,3.3370500167903265,-0.0018376744344342228,8338.541068143944,0.985283641026685,95.6,41833
